"exercicio","Funcao_cod","Funcao_desc","Acao_cod","Acao_desc","ModalidadeAplicacao_cod","ModalidadeAplicacao_desc","ResultadoPrimario_cod","ResultadoPrimario_desc","ploa","loa","loa_mais_credito","empenhado","liquidado","pago","Ano"
"2024","10","Saúde","8581","Estruturação da Rede de Serviços de Atenção Primária à Saúde","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1300000,0,0,0,0,2024
"2024","12","Educação","20RL","Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,36918047,38074647,37044151,20011107,19231964,2024
"2024","18","Gestão Ambiental","00T5","Apoio à Realização de Estudos, Projetos e Obras dos Entes Federados para Contenção ou Amortecimento de Cheias e Inundações e para Contenção de Erosões Marinhas e Fluviais","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,4557032,182567,0,0,0,2024
"2024","10","Saúde","20AM","Apoio à Implementação de Projetos de Coleta, Triagem e Reciclagem de Resíduos Sólidos","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,4e+05,0,0,0,0,2024
"2024","13","Cultura","20ZM","Produção e Difusão de Conhecimento na Área Cultural","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,7e+05,7e+05,694420,262454,262454,2024
"2024","13","Cultura","20ZG","Formulação e Gestão da Política Cultural","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1650000,0,0,0,0,2024
"2024","20","Agricultura","21GE","Fomento ao Desenvolvimento da Cadeia da Indústria do Pescado e da Pesca Industrial, Ornamental, Amadora e Esportiva","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,7e+05,399619,0,0,2024
"2024","12","Educação","20RK","Funcionamento de Instituições Federais de Ensino Superior","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,8840000,0,0,0,0,2024
"2024","06","Segurança Pública","2723","Policiamento, Fiscalização, Enfrentamento à Criminalidade e Corrupção","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,10525456,0,0,0,0,2024
"2024","21","Organização Agrária","211A","Desenvolvimento e Gestão Ambiental para o Público da Reforma Agrária","50","Transferências a Instituições Privadas sem Fins Lucrativos","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,990000,990000,990000,990000,2024
"2024","20","Agricultura","214Z","Fomento à Tecnologia Agropecuária e Recursos Genéticos","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,41489,41489,41489,41489,2024
"2024","21","Organização Agrária","211A","Desenvolvimento e Gestão Ambiental para o Público da Reforma Agrária","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,37608747,29089519,27314338,8449970,4663495,2024
"2024","15","Urbanismo","00VH","Apoio a Projetos para Desenvolvimento Regional","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,1213194,1213194,0,0,2024
"2024","21","Organização Agrária","21B9","Promoção e Fortalecimento da Comercialização, do Abastecimento, e do Acesso aos Mercados para a Agricultura Familiar e Povos e Comunidades Tradicionais","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,107200,0,0,0,2024
"2024","10","Saúde","8535","Estruturação de Unidades de Atenção Especializada em Saúde","70","Transferências a Instituições Multigovernamentais Nacionais","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,699714,699714,0,0,2024
"2024","08","Assistência Social","219G","Estruturação da Rede de Serviços do Sistema Único de Assistência Social (SUAS)","41","Transferências a Municípios - Fundo a Fundo","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,144131204,523382501,522918893,474190298,474190298,2024
"2024","12","Educação","15R3","Apoio à Consolidação, Reestruturação e Modernização das Instituições Federais de Ensino Superior","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,8870000,5050000,5050000,0,0,2024
"2024","14","Direitos da Cidadania","21FL","Gestão de Políticas para Povos Indígenas","90","Aplicações Diretas","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,4e+06,0,0,0,0,2024
"2024","14","Direitos da Cidadania","2334","Proteção e Defesa do Consumidor","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,5700000,5700000,0,0,2024
"2024","05","Defesa Nacional","2345","Apoio Logístico à Pesquisa Científica na Antártica","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2200000,2200000,2200000,1568413,1566470,2024
"2024","28","Encargos Especiais","0EC2","Transferências Especiais","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,5100121272,111759,0,0,0,2024
"2024","05","Defesa Nacional","20XR","Capacitação Profissional da Marinha","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,850000,850000,849659,630879,625536,2024
"2024","05","Defesa Nacional","1211","Implementação de Infraestrutura Básica nos Municípios da Região do Calha Norte","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1110000,0,0,0,0,2024
"2024","12","Educação","0E53","Aquisição de Veículos para o Transporte Escolar da Educação Básica - Caminho da Escola","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3e+05,3300000,1741830,0,0,2024
"2024","21","Organização Agrária","211A","Desenvolvimento e Gestão Ambiental para o Público da Reforma Agrária","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+06,2e+05,2e+05,0,0,2024
"2024","05","Defesa Nacional","1211","Implementação de Infraestrutura Básica nos Municípios da Região do Calha Norte","40","Transferências a Municípios","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,184772564,0,0,0,0,2024
"2024","18","Gestão Ambiental","1851","Aquisição de Equipamentos e/ou Implantação de Obras de Infraestrutura Hídrica de Pequeno e Médio Vulto","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+06,0,0,0,0,2024
"2024","12","Educação","8282","Reestruturação e Modernização das Instituições Federais de Ensino Superior","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,42669248,45625148,44421197,9696976,7540397,2024
"2024","13","Cultura","00VF","Apoio à Implementação e Modernização de Espaços e Equipamentos Culturais","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1150001,0,0,0,0,2024
"2024","26","Transporte","7XZ5","Construção de Trecho Rodoviário - Entroncamento BR-424/AL-101 - Divisa AL/SE - na BR-349/AL","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,29322172,29322172,29322172,4011966,3946187,2024
"2024","12","Educação","0509","Apoio ao Desenvolvimento da Educação Básica","30","Transferências a Estados e ao Distrito Federal","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,1975195,24769509,0,0,0,2024
"2024","06","Segurança Pública","20IE","Articulação de Política Pública sobre Drogas","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,1e+06,1e+06,0,0,2024
"2024","06","Segurança Pública","21BM","Desenvolvimento de Políticas de Segurança Pública, Prevenção e Enfrentamento à Criminalidade","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6832000,5047214,5047214,0,0,2024
"2024","12","Educação","2F08","Apoio ao Desenvolvimento Educacional de Altas Habilidades e Superdotação (AH/SD)","90","Aplicações Diretas","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,1250000,0,0,0,0,2024
"2024","12","Educação","21B4","Fomento ao Desenvolvimento e Modernização dos Sistemas de Ensino de Educação Profissional e Tecnológica","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,5e+05,0,0,0,0,2024
"2024","10","Saúde","8535","Estruturação de Unidades de Atenção Especializada em Saúde","40","Transferências a Municípios","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,36385800,36382820,0,0,2024
"2024","14","Direitos da Cidadania","21FB","Fomento das políticas de Ações Afirmativas","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1200000,0,0,0,0,2024
"2024","21","Organização Agrária","211A","Desenvolvimento e Gestão Ambiental para o Público da Reforma Agrária","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,14600000,0,0,0,0,2024
"2024","15","Urbanismo","00SW","Apoio à Regularização Fundiária Urbana","40","Transferências a Municípios","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,1.4e+07,13406609,13406609,0,0,2024
"2024","12","Educação","20RK","Funcionamento de Instituições Federais de Ensino Superior","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,60178318,68317531,68245642,21603719,20869515,2024
"2024","06","Segurança Pública","22BO","Ações de Proteção e Defesa Civil","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,3360000,3360000,2270627,2270627,2024
"2024","18","Gestão Ambiental","00TB","Apoio à Implantação, Ampliação ou Melhorias de Infraestruturas de Oferta de Água para Segurança Hídrica","30","Transferências a Estados e ao Distrito Federal","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,5500000,3820000,3820000,0,0,2024
"2024","21","Organização Agrária","210V","Estruturação Produtiva, Promoção e Fortalecimento da Agricultura Familiar e da Agroecologia","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2e+06,1200000,1145000,0,0,2024
"2024","12","Educação","20RL","Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,27756,27756,0,0,2024
"2024","12","Educação","20RP","Apoio à Infraestrutura para a Educação Básica","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+06,0,0,0,0,2024
"2024","20","Agricultura","8622","Promoção do Cooperativismo, Associativismo e Agroindústria para o Desenvolvimento Agropecuário e da Agricultura Familiar","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3845000,4574825,4006825,286500,286500,2024
"2024","12","Educação","00SU","Apoio à Implantação de Escolas para Educação Infantil","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2750000,6e+05,0,0,0,2024
"2024","15","Urbanismo","00VH","Apoio a Projetos para Desenvolvimento Regional","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1570360,0,0,0,0,2024
"2024","11","Trabalho","215F","Fomento e Fortalecimento da Economia Solidária, Associativismo e Cooperativismo","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,5e+05,2e+05,2e+05,0,0,2024
"2024","21","Organização Agrária","210X","Apoio ao Desenvolvimento Territorial Sustentável à Inclusão Produtiva e à Infraestrutura Rural","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3e+05,4800000,2674000,0,0,2024
"2024","10","Saúde","2E89","Incremento Temporário ao Custeio dos Serviços de Atenção Primária à Saúde para Cumprimento de Metas","90","Aplicações Diretas","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,1220020000,0,0,0,0,2024
"2024","10","Saúde","8535","Estruturação de Unidades de Atenção Especializada em Saúde","31","Transferências a Estados e ao Distrito Federal - Fundo a Fundo","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,294737172,58503312,25654763,132304,132304,2024
"2024","15","Urbanismo","00SW","Apoio à Regularização Fundiária Urbana","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2e+05,0,0,0,0,2024
"2024","27","Desporto e Lazer","00SL","Apoio à Implantação e Modernização de Infraestrutura para Esporte Amador, Educacional, Recreativo e de Lazer","30","Transferências a Estados e ao Distrito Federal","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,325000163,164503070,35988342,0,0,2024
"2024","13","Cultura","14U2","Implantação, Instalação e Ampliação de Espaços e Equipamentos Culturais","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3900000,3748545,3748545,0,0,2024
"2024","15","Urbanismo","8865","Apoio à Execução de Projetos e Obras de Contenção de Encostas em Áreas Urbanas","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1500000,0,0,0,0,2024
"2024","23","Comércio e Serviços","10V0","Apoio a Projetos de Infraestrutura Turística","40","Transferências a Municípios","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,410116784,1125242211,668346980,3797626,3797626,2024
"2024","04","Administração","20WQ","Gestão de Políticas de Desenvolvimento Regional, Ordenamento Territorial","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3e+06,0,0,0,0,2024
"2024","14","Direitos da Cidadania","21G3","Promoção e Defesa dos Direitos das Pessoas em Situação de Rua e das Catadoras de Materiais Recicláveis","90","Aplicações Diretas","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,1.2e+07,355654,0,0,0,2024
"2024","18","Gestão Ambiental","21E4","Implementação e Monitoramento da Política Nacional sobre Mudança do Clima","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+06,1e+05,0,0,0,2024
"2024","09","Previdência Social","2591","Reconhecimento de Direitos de Benefícios Previdenciários","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2e+06,0,0,0,0,2024
"2024","26","Transporte","14UB","Reforma e Reaparelhamento de Aeroportos e Aeródromos de Interesse Regional, de Propriedade da União","40","Transferências a Municípios","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,5100000,5100000,0,0,2024
"2024","06","Segurança Pública","154T","Construção de unidades operacionais e administrativas da PRF","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,26003018,20297665,20297665,348166,348166,2024
"2024","14","Direitos da Cidadania","21FD","Fortalecimento e Desenvolvimento de Políticas para o Enfrentamento ao Racismo","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6078000,0,0,0,0,2024
"2024","14","Direitos da Cidadania","21FC","Monitoramento, aperfeiçoamento, articulação e estruturação de políticas de promoção da igualdade racial no âmbito do SINAPIR","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,2e+06,1997074,0,0,2024
"2024","06","Segurança Pública","8348","Apoio a Obras Emergenciais de Mitigação para Redução de Desastres","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2,1,0,0,0,2024
"2024","13","Cultura","20ZF","Promoção e Fomento à Cultura Brasileira","40","Transferências a Municípios","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,987598,0,0,0,0,2024
"2024","05","Defesa Nacional","20X4","Manutenção e aprimoramento do Centro Gestor e Operacional do Sistema de Proteção da Amazônia – CENSIPAM","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,150000,150000,149940,0,0,2024
"2024","11","Trabalho","20Z1","Qualificação Social e Profissional de Trabalhadores","31","Transferências a Estados e ao Distrito Federal - Fundo a Fundo","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3e+05,8100000,8100000,7600000,7600000,2024
"2024","10","Saúde","8535","Estruturação de Unidades de Atenção Especializada em Saúde","30","Transferências a Estados e ao Distrito Federal","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,37797608,1801572,0,0,0,2024
"2024","20","Agricultura","20ZV","Fomento ao Setor Agropecuário","50","Transferências a Instituições Privadas sem Fins Lucrativos","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,0,4295591,4295590,0,0,2024
"2024","11","Trabalho","215F","Fomento e Fortalecimento da Economia Solidária, Associativismo e Cooperativismo","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,15367425,0,0,0,0,2024
"2024","10","Saúde","8758","Aperfeiçoamento, Avaliação e Desenvolvimento de Ações e Serviços Especializados em Oncologia - INCA","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,10270000,10770000,10734003,1433250,1433250,2024
"2024","10","Saúde","2E90","Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial para Cumprimento de Metas","99","A DEFINIR","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,0,38099849,0,0,0,2024
"2024","05","Defesa Nacional","2000","Administração da Unidade","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,22071044,25980577,25991348,7150615,7024131,2024
"2024","27","Desporto e Lazer","20JP","Desenvolvimento de Atividades e Apoio a Programas e Projetos de Esporte Amador, Educação, Lazer e Inclusão Social","50","Transferências a Instituições Privadas sem Fins Lucrativos","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,90224094,198057610,196821884,0,0,2024
"2024","21","Organização Agrária","210V","Estruturação Produtiva, Promoção e Fortalecimento da Agricultura Familiar e da Agroecologia","50","Transferências a Instituições Privadas sem Fins Lucrativos","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,5566317,5566319,0,0,2024
"2024","14","Direitos da Cidadania","21GJ","Políticas de Prevenção, Acesso à Justiça e Enfrentamento à Violência contra as Mulheres","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,4400000,12416199,12216199,5e+05,5e+05,2024
"2024","20","Agricultura","20ZV","Fomento ao Setor Agropecuário","70","Transferências a Instituições Multigovernamentais Nacionais","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,955000,955000,0,0,2024
"2024","14","Direitos da Cidadania","21GG","Igualdade de Direitos e Autonomia Econômica das Mulheres","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,44377850,67720379,64490375,11150000,11150000,2024
"2024","21","Organização Agrária","210W","Apoio à Organização Econômica e Promoção da Cidadania e o Bem Viver de Mulheres Rurais","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,5e+05,477500,0,0,2024
"2024","12","Educação","0509","Apoio ao Desenvolvimento da Educação Básica","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1200000,2e+05,177251,0,0,2024
"2024","19","Ciência e Tecnologia","20US","Fomento a Projetos de Pesquisa e Desenvolvimento Científico","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3e+05,3625000,3325000,202993,202993,2024
"2024","13","Cultura","20ZF","Promoção e Fomento à Cultura Brasileira","40","Transferências a Municípios","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,1410000,1410000,0,0,2024
"2024","08","Assistência Social","20GG","Promoção da Inclusão Socioeconômica de Pessoas em Situação de Vulnerabilidade","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,5225000,13082425,12282425,4200000,2e+06,2024
"2024","13","Cultura","14U2","Implantação, Instalação e Ampliação de Espaços e Equipamentos Culturais","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,151455,151455,28000,28000,2024
"2024","09","Previdência Social","21FT","Atendimento da Clientela Previdenciária","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,7200000,9308000,9305230,8907578,8242813,2024
"2024","20","Agricultura","20ZV","Fomento ao Setor Agropecuário","40","Transferências a Municípios","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,10968021,237462150,237462149,18217781,17974014,2024
"2024","23","Comércio e Serviços","20Y3","Promoção e Marketing do Turismo no Mercado Nacional","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,7e+06,7197300,5557300,3107490,3107490,2024
"2024","18","Gestão Ambiental","7XZ4","Construção da Adutora Agreste do Potiguar","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,2e+07,1.9e+07,1.9e+07,9571,9571,2024
"2024","12","Educação","0E53","Aquisição de Veículos para o Transporte Escolar da Educação Básica - Caminho da Escola","40","Transferências a Municípios","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,13487597,0,0,0,0,2024
"2024","27","Desporto e Lazer","20JO","Promoção e Apoio ao Desenvolvimento do Futebol Feminino e Masculino e à Defesa dos Direitos do Torcedor","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,19110790,0,0,0,0,2024
"2024","21","Organização Agrária","21G7","Governança e Regularização Fundiária Nacional","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+06,1e+06,1e+06,0,0,2024
"2024","10","Saúde","2E89","Incremento Temporário ao Custeio dos Serviços de Atenção Primária à Saúde para Cumprimento de Metas","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2501971057,425,0,0,0,2024
"2024","10","Saúde","2E89","Incremento Temporário ao Custeio dos Serviços de Atenção Primária à Saúde para Cumprimento de Metas","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,2233,0,0,0,2024
"2024","10","Saúde","20YJ","Fortalecimento do Sistema Nacional de Vigilância em Saúde e Ambiente","41","Transferências a Municípios - Fundo a Fundo","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6166611,6230504,3709559,1710169,1710169,2024
"2024","12","Educação","0509","Apoio ao Desenvolvimento da Educação Básica","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,5413512,10863512,8944220,0,0,2024
"2024","10","Saúde","8581","Estruturação da Rede de Serviços de Atenção Primária à Saúde","41","Transferências a Municípios - Fundo a Fundo","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,5e+07,82488318,78794429,38961048,38961048,2024
"2024","20","Agricultura","20ZV","Fomento ao Setor Agropecuário","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,2782,2782,0,0,2024
"2024","19","Ciência e Tecnologia","20V6","Fomento ao Desenvolvimento Tecnológico e à Inovação nas Empresas e nas Cadeias produtivas","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,4500000,0,0,0,0,2024
"2024","15","Urbanismo","00T1","Apoio à Política Nacional de Desenvolvimento Urbano Voltado à Implantação e Qualificação Viária","30","Transferências a Estados e ao Distrito Federal","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,715156146,8333967,8421611,0,0,2024
"2024","15","Urbanismo","00SX","Apoio a Projetos de Desenvolvimento Sustentável Local Integrado","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,164276120,500002,0,0,0,2024
"2024","21","Organização Agrária","21B6","Assistência Técnica e Extensão Rural","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,15380007,0,0,0,0,2024
"2024","06","Segurança Pública","2726","Prevenção e Repressão ao Tráfico Ilícito de Drogas e a Crimes Praticados contra Bens, Serviços e Interesses da União","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,1e+06,1e+06,820250,115167,115167,2024
"2024","21","Organização Agrária","21GD","Reforma Agrária e Governança Fundiária","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2950000,2950000,2119912,49925,48934,2024
"2024","18","Gestão Ambiental","00T5","Apoio à Realização de Estudos, Projetos e Obras dos Entes Federados para Contenção ou Amortecimento de Cheias e Inundações e para Contenção de Erosões Marinhas e Fluviais","40","Transferências a Municípios","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,6212680,6212680,0,0,2024
"2024","20","Agricultura","20ZV","Fomento ao Setor Agropecuário","30","Transferências a Estados e ao Distrito Federal","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,0,7544501,7544500,0,0,2024
"2024","27","Desporto e Lazer","20JQ","Apoio a Realização de Eventos de Esporte Amador, Educacional, de Lazer e Inclusão Social","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,25724389,0,0,0,0,2024
"2024","10","Saúde","8535","Estruturação de Unidades de Atenção Especializada em Saúde","31","Transferências a Estados e ao Distrito Federal - Fundo a Fundo","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,159663644,11817249,11054329,1378316,1378316,2024
"2024","05","Defesa Nacional","21GN","Funcionamento de Estabelecimentos de Ensino Profissional Militares do Ministério da Defesa","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1750000,1750000,1748629,668670,668670,2024
"2024","26","Transporte","7M91","Construção de Contorno Rodoviário em Maringá - na BR-376/PR","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,250000,250000,250000,0,0,2024
"2024","12","Educação","20RP","Apoio à Infraestrutura para a Educação Básica","90","Aplicações Diretas","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,1975195,0,0,0,0,2024
